ID,game_id,Fixture,Attacking Team,Defending Team,Attacking Team ID,Defending Team ID,Goals Scored,Goals Conceded,Goals Difference,Game State,Side,Early/Lateral/Deep,OPTA Event ID,period_id,min,sec,X Coordinate,Y Coordinate,End X Coordinate,End Y Coordinate,Length Pass,% Distance Along X,Player ID,Player Name,Preferred Foot,Outcome,Keypass/Assist,Blocked Pass,Cutback,OPTA Pull Back Qualifier,Out Of Pitch,Ending Too Wide,Cross Type,Set Piece OPTA Event ID,OPTA Cross Qualifier,Time Between Set Piece and Cross,Number Events Between Set Piece and Cross,Linked 2nd Phase Cross IDs,First Contact Type,First Contact Explanation,First Contact Player ID,First Contact Player Name,First Contact Team ID,First Contact Team Name,First Contact Aerial,Defending Goalkeeper ID,Defending Goalkeeper Name,First Contact Event ID,First Contact Shot,First Contact X Coordinate,First Contact Y Coordinate,Cross After A Penalty Kick,Cross After A Throw-in,Penalty Kick OPTA ID,Throw-in OPTA ID,Time Between Penalty Kick And Cross,Time Between Throw-in And Cross,Time Lapsed From Cross And First Contact
47907,f1059897,Newcastle United v Everton,Everton,Newcastle United,t11,t4,1,1,NULL,drawing,Left,Lateral,2174173377,2,59,31,87.4,84.7,91.8,41.8,29.52,4.4,p12745,Leighton Baines,Left,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,44,Aerial Duel Won,p177815,Dominic Calvert-Lewin,t11,,1,p67089,Martin Dubravka,2174173381,0,90.7,39.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47908,f1059897,Newcastle United v Everton,Everton,Newcastle United,t11,t4,1,1,NULL,drawing,Right,Lateral,2174175243,2,63,25,92,27.3,95.7,51.8,17.1,3.7,p212319,Richarlison,Right,Successful,Assist,0,0,0,0,0,Open Play,,0,NULL,NULL,,16,Goal,p177815,Dominic Calvert-Lewin,t11,,0,p67089,Martin Dubravka,2174175255,1,96.4,50.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47909,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Left,Early,2174177717,2,69,50,77.5,96.3,95.8,36,45.26,18.3,p92159,Jetro Willems,Left,Successful,,0,0,0,0,0,Crossed Freekick,2174177717,1,NULL,NULL,,61,Ball touch,p40142,Andy Carroll,t4,,0,p111234,Jordan Pickford,2174286521,0,96.2,34.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47910,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Right,Early,2174178167,2,70,52,81.2,4.6,91.9,54.5,35.72,10.7,p119471,Fabian Schär,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p59949,Séamus Coleman,t11,,1,p111234,Jordan Pickford,2174178179,0,8.5,45.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47911,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Left,Early,2174178275,2,71,1,65.1,75,93,47.8,34.61,27.9,p77359,Florian Lejeune,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,44,Aerial Duel Won,p111234,Jordan Pickford,t11,,1,p111234,Jordan Pickford,2174178265,0,6.9,51.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47913,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Left,Early,2174181045,2,77,25,78.8,91.5,97,44.5,37.21,18.2,p92159,Jetro Willems,Left,Unsuccessful,,0,0,0,0,0,Crossed Freekick,2174181045,1,NULL,NULL,,11,Claim,p111234,Jordan Pickford,t11,,0,p111234,Jordan Pickford,2174181049,0,4.9,57.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48255,f1059902,Arsenal v Manchester United,Manchester United,Arsenal,t1,t3,0,2,NULL,losing,Right,Deep,2174702745,2,78,23,97.7,18,89.6,42.7,18.85,-8.1,p214590,Aaron Wan-Bissaka,Right,Unsuccessful,,0,1,0,0,0,Open Play,,1,NULL,NULL,,1,Pass,p198849,Lucas Torreira,t3,,0,p80201,Bernd Leno,2174702749,0,12.2,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48256,f1059902,Arsenal v Manchester United,Manchester United,Arsenal,t1,t3,0,2,NULL,losing,Left,Early,2174702969,2,84,3,71.5,88.7,75.9,82.7,6.19,4.4,p106760,Luke Shaw,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p200641,Reiss Nelson,t3,,0,p80201,Bernd Leno,2174702971,0,28.8,15.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48257,f1059902,Arsenal v Manchester United,Manchester United,Arsenal,t1,t3,0,2,NULL,losing,Right,Lateral,2174702995,2,84,32,87.1,22.4,98.2,72.3,35.89,11.1,p214590,Aaron Wan-Bissaka,Right,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,1,Pass,p176297,Marcus Rashford,t1,,0,p80201,Bernd Leno,2174702997,0,89.9,93.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47914,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Left,Lateral,2174181743,2,78,46,85.3,77.5,89.2,55,15.83,3.9,p92159,Jetro Willems,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p41823,Fabian Delph,t11,,1,p111234,Jordan Pickford,2174181665,0,11.8,46.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47915,f1059897,Newcastle United v Everton,Everton,Newcastle United,t11,t4,2,1,NULL,winning,Left,Deep,2174183057,2,82,3,99.5,99.5,97.8,47.8,35.19,-1.7,p55422,Gylfi Sigurdsson,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174183057,1,NULL,NULL,,41,Punch,p67089,Martin Dubravka,t4,,0,p67089,Martin Dubravka,2174183111,0,3.2,49.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47917,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Right,Lateral,2174184555,2,85,20,85.2,4.4,86.3,12.6,5.69,1.1,p153127,Isaac Hayden,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p194164,Mason Holgate,t11,,0,p111234,Jordan Pickford,2174184719,0,9.9,90.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47918,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Right,Early,2174185619,2,87,40,82.5,6.8,98.3,50.4,33.95,15.8,p119471,Fabian Schär,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,52,Keeper pick-up,p111234,Jordan Pickford,t11,,0,p111234,Jordan Pickford,2174185617,0,2.7,49.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47919,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Right,Early,2174185975,2,88,39,75.5,1.3,77.4,3.6,2.53,1.9,p119471,Fabian Schär,Right,Unsuccessful,,0,0,0,0,0,2nd Phase From Freekick Situation No Target,2174185943,1,NULL,NULL,2174185975,61,Ball touch,p194164,Mason Holgate,t11,,0,p111234,Jordan Pickford,2174186647,0,21.2,95.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47920,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Right,Lateral,2174186479,2,90,7,87.7,13.4,90.8,61.4,32.79,3.1,p151119,DeAndre Yedlin,Right,Successful,Keypass,0,0,0,0,0,Open Play,,1,NULL,NULL,,44,Aerial Duel Won,p119471,Fabian Schär,t4,,1,p111234,Jordan Pickford,2174186493,1,90.6,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47921,f1059897,Newcastle United v Everton,Newcastle United,Everton,t4,t11,1,2,NULL,losing,Right,Early,2174186549,2,90,19,79.5,27.9,88.5,55.2,20.82,9,p151119,DeAndre Yedlin,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p59949,Séamus Coleman,t11,,1,p111234,Jordan Pickford,2174186553,0,8.7,45.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47922,f1059897,Newcastle United v Everton,Everton,Newcastle United,t11,t4,2,1,NULL,winning,Right,Lateral,2174187737,2,94,4,87.9,12.4,87.9,14.5,1.43,0,p102747,Djibril Sidibé,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p104953,Christian Atsu,t4,,0,p67089,Martin Dubravka,2174187749,0,12.6,87.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47923,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,0,0,NULL,drawing,Left,Deep,2174199277,1,9,55,99.5,99.5,90.5,53.1,32.93,-9,p195546,Emiliano Buendía,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174199277,1,NULL,NULL,,12,Headed Clearance,p78830,Harry Kane,t6,,1,p102884,Paulo Gazzaniga,2174199305,0,7.2,45.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47924,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,0,0,NULL,drawing,Left,Lateral,2174200195,1,12,38,91.2,82,91.7,79.8,1.59,0.5,p194799,Jamal Lewis,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p200826,Giovani Lo Celso,t6,,0,p102884,Paulo Gazzaniga,2174200191,0,8.1,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47925,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,0,0,NULL,drawing,Left,Early,2174200645,1,14,25,80.4,90,90.3,61.8,21.81,9.9,p195546,Emiliano Buendía,Right,Unsuccessful,,0,0,0,0,0,Crossed Freekick,2174200645,1,NULL,NULL,,12,Headed Clearance,p184349,Ryan Sessegnon,t6,,1,p102884,Paulo Gazzaniga,2174200661,0,7.5,36.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47926,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,0,0,NULL,drawing,Left,Deep,2174200733,1,14,46,99.5,99.5,95.1,66.1,23.17,-4.4,p195546,Emiliano Buendía,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174200733,1,NULL,NULL,,12,Headed Clearance,p80607,Christian Eriksen,t6,,1,p102884,Paulo Gazzaniga,2174200739,0,2.5,36.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47927,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,0,0,NULL,drawing,Left,Deep,2174200833,1,15,8,99.5,99.5,96.7,55.2,30.25,-2.8,p195546,Emiliano Buendía,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174200833,1,NULL,NULL,,52,Keeper pick-up,p102884,Paulo Gazzaniga,t6,,0,p102884,Paulo Gazzaniga,2174200835,0,1.4,45.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47928,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,0,NULL,drawing,Right,Lateral,2174201365,1,16,35,86.1,28.2,85.1,55.5,18.59,-1,p80607,Christian Eriksen,Right,Successful,Keypass,0,0,0,0,0,Open Play,,0,NULL,NULL,,15,Attempt Saved,p184349,Ryan Sessegnon,t6,,0,p20480,Tim Krul,2174201367,1,85.1,55.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47929,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,1,0,NULL,winning,Left,Deep,2174203165,1,23,24,94.6,72.3,91.8,58.4,9.9,-2.8,p89470,Onel Hernández,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p55605,Toby Alderweireld,t6,,1,p102884,Paulo Gazzaniga,2174203173,0,6.9,41.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47930,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Right,Lateral,2174203537,1,24,42,85.1,10.6,97.5,46.9,27.91,12.4,p80226,Serge Aurier,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,52,Keeper pick-up,p20480,Tim Krul,t45,,0,p20480,Tim Krul,2174203539,0,3.5,55.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9005,f855384,Chelsea v Hull City,Hull City,Chelsea,t88,t8,0,1,NULL,losing,Right,Lateral,2142936468,2,49,9,92.1,1.7,86.8,46.3,30.38,-5.3,p92293,Omar Elabdellaoui,,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p41328,César Azpilicueta,t8,,0,p60772,Thibaut Courtois,171114018,0,14.9,54.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9006,f855384,Chelsea v Hull City,Hull City,Chelsea,t88,t8,0,1,NULL,losing,Left,Deep,1499670713,2,49,40,99.5,99.5,92.8,54.9,30.68,-6.7,p74033,Sam Clucas,,Unsuccessful,,0,0,0,0,0,Crossed Corner,1499670713,1,NULL,NULL,,12,Headed Clearance,p18507,Diego Costa,t8,,1,p60772,Thibaut Courtois,996973696,0,7.7,44.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10584,f855414,Burnley v Chelsea,Chelsea,Burnley,t8,t90,1,0,NULL,winning,Left,Lateral,728264471,1,20,27,90.5,95.6,89.9,44.5,34.75,-0.6,p82263,Marcos Alonso,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p40616,Stephen Ward,t90,,1,p21205,Tom Heaton,607402862,0,12.5,58.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47931,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Right,Lateral,2174203687,1,25,22,85.9,13.7,86.7,17.3,2.59,0.8,p80226,Serge Aurier,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p194799,Jamal Lewis,t45,,0,p20480,Tim Krul,2174203689,0,12.6,81.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47932,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Left,Early,2174203729,1,25,33,77.8,73.2,87,56.9,14.71,9.2,p80607,Christian Eriksen,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p192303,Christoph Zimmermann,t45,,1,p20480,Tim Krul,2174203743,0,11.1,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47933,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Right,Lateral,2174203757,1,25,38,86.9,23.6,87.6,28.8,3.61,0.7,p80226,Serge Aurier,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p194799,Jamal Lewis,t45,,0,p20480,Tim Krul,2174203755,0,8.4,74.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47934,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,1,0,NULL,winning,Right,Deep,2174204993,1,31,26,99.5,0.5,92.8,40.6,28.15,-6.7,p195546,Emiliano Buendía,Right,Successful,Keypass,0,0,0,0,0,Crossed Corner,2174204993,1,NULL,NULL,,44,Aerial Duel Won,p83428,Grant Hanley,t45,,1,p102884,Paulo Gazzaniga,2174205049,1,93.6,42.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47935,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Left,Deep,2174205811,1,35,36,99.5,99.5,93.8,65.5,23.87,-5.7,p80607,Christian Eriksen,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174205811,1,NULL,NULL,,12,Clearance,p71738,Marco Stiepermann,t45,,0,p20480,Tim Krul,2174205849,0,3,35.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47936,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Left,Lateral,2174207045,1,40,41,94,86,93.9,82,2.72,-0.1,p80607,Christian Eriksen,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p18665,Alexander Tettey,t45,,0,p20480,Tim Krul,2174207049,0,6.3,12.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47937,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Left,Deep,2174207135,1,41,1,99.5,99.5,94.7,51.6,32.95,-4.8,p80607,Christian Eriksen,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174207135,1,NULL,NULL,,41,Punch,p20480,Tim Krul,t45,,0,p20480,Tim Krul,2174207143,0,3.9,49.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47938,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Left,Lateral,2174207259,1,41,38,86.2,81.5,87,41.6,27.13,0.8,p184349,Ryan Sessegnon,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p194799,Jamal Lewis,t45,,1,p20480,Tim Krul,2174207277,0,9.8,62.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47939,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,1,0,NULL,winning,Right,Deep,2174207691,1,43,49,97.4,22.1,96.9,23.3,0.97,-0.5,p232980,Max Aarons,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p184349,Ryan Sessegnon,t6,,0,p102884,Paulo Gazzaniga,2174207689,0,1.4,76.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47940,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,1,0,NULL,winning,Right,Lateral,2174207705,1,43,52,88.9,6.2,91.9,13.2,5.71,3,p195546,Emiliano Buendía,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p184349,Ryan Sessegnon,t6,,0,p102884,Paulo Gazzaniga,2174207707,0,7.1,88.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47941,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Left,Early,2174208027,1,45,21,77.5,73,88.2,47.8,20.49,10.7,p184349,Ryan Sessegnon,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p83428,Grant Hanley,t45,,1,p20480,Tim Krul,2174208035,0,8.7,51.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47942,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,0,1,NULL,losing,Left,Lateral,2174210501,2,48,13,85.9,75.7,86.2,72.4,2.27,0.3,p184349,Ryan Sessegnon,Left,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p232980,Max Aarons,t45,,0,p20480,Tim Krul,2174210503,0,14.8,29.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47943,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,1,1,NULL,drawing,Right,Early,2174211853,2,56,7,62.8,6.8,79.8,35.4,26.41,17,p195546,Emiliano Buendía,Right,Unsuccessful,,0,0,0,0,0,Crossed Freekick,2174211853,1,NULL,NULL,,12,Headed Clearance,p80607,Christian Eriksen,t6,,1,p102884,Paulo Gazzaniga,2174211857,0,20.2,65.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47944,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,1,1,NULL,drawing,Right,Early,2174212199,2,58,18,65.2,7.3,86.2,54.6,39,21,p78830,Harry Kane,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p192303,Christoph Zimmermann,t45,,0,p20480,Tim Krul,2174212203,0,14.3,49.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47945,f1059898,Norwich City v Tottenham Hotspur,Norwich City,Tottenham Hotspur,t45,t6,1,1,NULL,drawing,Left,Lateral,2174212539,2,60,2,91.7,75.1,90.5,67.6,5.25,-1.2,p89470,Onel Hernández,Right,Successful,,0,1,1,0,0,Open Play,,0,NULL,NULL,,61,Ball touch,p57127,Teemu Pukki,t45,,0,p102884,Paulo Gazzaniga,2174212545,0,90.3,67.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47946,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,1,2,NULL,losing,Right,Lateral,2174213625,2,67,53,88.4,4.6,93.8,81.5,52.58,5.4,p80226,Serge Aurier,Right,Unsuccessful,,0,0,0,0,1,Open Play,,1,NULL,NULL,,45,Challenge,p184349,Ryan Sessegnon,t6,,0,p20480,Tim Krul,2174213629,0,92.2,83.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10585,f855414,Burnley v Chelsea,Burnley,Chelsea,t90,t8,1,1,NULL,drawing,Left,Lateral,485496800,1,28,6,91.4,75.4,100,23.7,36.3,8.6,p73426,Andre Gray,Right,Unsuccessful,,0,0,0,1,0,Open Play,,0,NULL,NULL,,5,Out,p73426,Andre Gray,t90,,NULL,p60772,Thibaut Courtois,584256943,NULL,101.6,23.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10586,f855414,Burnley v Chelsea,Chelsea,Burnley,t8,t90,1,1,NULL,drawing,Right,Lateral,1289488571,1,29,38,91.6,12.2,90.5,42.1,20.36,-1.1,p49579,Pedro,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p15276,Joey Barton,t90,,0,p21205,Tom Heaton,1422272940,0,11.6,66.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10587,f855414,Burnley v Chelsea,Chelsea,Burnley,t8,t90,1,1,NULL,drawing,Right,Early,164977509,1,31,29,80.6,13.4,83.5,16.5,3.7,2.9,p49013,Victor Moses,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p51927,Ben Mee,t90,,0,p21205,Tom Heaton,1895025091,0,22.6,80.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47947,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,1,2,NULL,losing,Left,Early,2174213923,2,71,19,78.4,85.1,87.3,40.6,31.66,8.9,p184349,Ryan Sessegnon,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p89470,Onel Hernández,t45,,0,p20480,Tim Krul,2174213955,0,13,56.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47948,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,1,2,NULL,losing,Left,Early,2174214571,2,75,49,75.2,81.5,87.2,54,22.55,12,p80607,Christian Eriksen,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p192303,Christoph Zimmermann,t45,,0,p20480,Tim Krul,2174214647,0,11.7,44.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47949,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,1,2,NULL,losing,Left,Lateral,2174214937,2,77,43,90.7,79.4,90.7,72,5.03,0,p184349,Ryan Sessegnon,Left,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p232980,Max Aarons,t45,,0,p20480,Tim Krul,2174214939,0,7.6,25.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47950,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,1,2,NULL,losing,Left,Lateral,2174215163,2,79,2,91.5,68.1,94.5,23.7,30.34,3,p78830,Harry Kane,Right,Unsuccessful,,0,0,0,0,0,Open Play,,0,NULL,NULL,,12,Clearance,p89470,Onel Hernández,t45,,0,p20480,Tim Krul,2174215231,0,8.1,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47951,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,2,2,NULL,drawing,Left,Deep,2174216525,2,86,24,99.5,99.5,97.9,51.9,32.4,-1.6,p80607,Christian Eriksen,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174216525,1,NULL,NULL,"2174216525, 2174216561",44,Aerial Duel Won,p20480,Tim Krul,t45,,1,p20480,Tim Krul,2174216537,0,8,61.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47952,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,2,2,NULL,drawing,Right,Lateral,2174216561,2,86,32,91,26.4,91.4,55.1,19.51,0.4,p231372,Tanguy Ndombele,Right,Unsuccessful,,0,0,0,0,0,2nd Phase From Corner Situation,2174216525,1,NULL,NULL,"2174216561, 2174216525",4,Foul Won,p83428,Grant Hanley,t45,,0,p20480,Tim Krul,2174216551,0,8.4,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47954,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,2,2,NULL,drawing,Right,Lateral,2174217519,2,91,50,88.6,8.6,89.5,13.2,3.27,0.9,p80226,Serge Aurier,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p89470,Onel Hernández,t45,,0,p20480,Tim Krul,2174217521,0,9.4,86.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47956,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,2,2,NULL,drawing,Right,Lateral,2174218421,2,96,52,92.5,12.6,92.5,18.9,4.28,0,p80226,Serge Aurier,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p194799,Jamal Lewis,t45,,0,p20480,Tim Krul,2174218419,0,8.7,81.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47957,f1059898,Norwich City v Tottenham Hotspur,Tottenham Hotspur,Norwich City,t6,t45,2,2,NULL,drawing,Right,Deep,2174218481,2,97,16,99.5,0.5,94.1,35.2,24.26,-5.4,p80607,Christian Eriksen,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174218481,1,NULL,NULL,,12,Headed Clearance,p90440,Tom Trybull,t45,,1,p20480,Tim Krul,2174218491,0,7.4,61.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47958,f1059899,Southampton v Crystal Palace,Southampton,Crystal Palace,t20,t31,0,0,NULL,drawing,Left,Lateral,2174141725,1,1,21,92,89,96.6,51.3,26.19,4.6,p40146,Ryan Bertrand,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,52,Keeper pick-up,p40836,Vicente Guaita,t31,,0,p40836,Vicente Guaita,2174141735,0,2.3,48.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
