ID,game_id,Fixture,Attacking Team,Defending Team,Attacking Team ID,Defending Team ID,Goals Scored,Goals Conceded,Goals Difference,Game State,Side,Early/Lateral/Deep,OPTA Event ID,period_id,min,sec,X Coordinate,Y Coordinate,End X Coordinate,End Y Coordinate,Length Pass,% Distance Along X,Player ID,Player Name,Preferred Foot,Outcome,Keypass/Assist,Blocked Pass,Cutback,OPTA Pull Back Qualifier,Out Of Pitch,Ending Too Wide,Cross Type,Set Piece OPTA Event ID,OPTA Cross Qualifier,Time Between Set Piece and Cross,Number Events Between Set Piece and Cross,Linked 2nd Phase Cross IDs,First Contact Type,First Contact Explanation,First Contact Player ID,First Contact Player Name,First Contact Team ID,First Contact Team Name,First Contact Aerial,Defending Goalkeeper ID,Defending Goalkeeper Name,First Contact Event ID,First Contact Shot,First Contact X Coordinate,First Contact Y Coordinate,Cross After A Penalty Kick,Cross After A Throw-in,Penalty Kick OPTA ID,Throw-in OPTA ID,Time Between Penalty Kick And Cross,Time Between Throw-in And Cross,Time Lapsed From Cross And First Contact
47451,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,0,1,NULL,losing,Left,Early,2174023415,1,19,21,70.3,76.6,85.4,49,24.54,15.1,p106760,Luke Shaw,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p57145,Federico Fernández,t4,,1,p67089,Martin Dubravka,2174023419,0,15.9,52.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47452,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,0,1,NULL,losing,Left,Deep,2174023521,1,20,19,99.5,99.5,91.7,59.4,28.35,-7.8,p101582,Fred,Left,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174023521,1,NULL,NULL,,12,Headed Clearance,p92159,Jetro Willems,t4,,1,p67089,Martin Dubravka,2174023525,0,6.8,40.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47453,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,1,1,NULL,drawing,Right,Lateral,2174024081,1,25,36,89.9,18.3,92.3,48.7,20.73,2.4,p148225,Anthony Martial,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p119471,Fabian Schär,t4,,1,p67089,Martin Dubravka,2174024083,0,6.2,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47454,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,1,1,NULL,drawing,Right,Early,2174024487,1,30,27,72.4,18.6,87.5,54.6,29.1,15.1,p184667,Victor Lindelöf,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p109528,Javier Manquillo,t4,,0,p67089,Martin Dubravka,2174024497,0,11.9,47.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47455,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,2,1,NULL,winning,Left,Deep,2174025071,1,38,12,99.5,99.5,96.7,54.3,30.73,-2.8,p101582,Fred,Left,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174025071,1,NULL,NULL,"2174025071, 2174025093",12,Clearance,p92159,Jetro Willems,t4,,0,p67089,Martin Dubravka,2174025099,0,3,44.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47456,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,2,1,NULL,winning,Left,Lateral,2174025093,1,38,20,91.6,96,89.5,40.6,37.55,-2.1,p101582,Fred,Left,Successful,Keypass,0,0,0,0,0,2nd Phase From Corner Situation,2174025071,1,NULL,NULL,"2174025093, 2174025071",13,Miss,p184667,Victor Lindelöf,t1,,0,p67089,Martin Dubravka,2174025095,1,88.2,35.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47457,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,2,1,NULL,winning,Right,Lateral,2174025253,1,39,40,90.5,26.2,96.1,100,50.29,5.6,p220688,Mason Greenwood,Both,Unsuccessful,,0,0,0,1,0,Open Play,,1,NULL,NULL,,5,Out,p220688,Mason Greenwood,t1,,NULL,p67089,Martin Dubravka,2174025255,NULL,94.6,101.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47593,f1059892,Arsenal v Chelsea,Chelsea,Arsenal,t8,t3,0,1,NULL,losing,Right,Early,2174303095,2,50,59,75,13.5,78,16.4,3.72,3,p194794,Fikayo Tomori,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p54694,Pierre-Emerick Aubameyang,t3,,0,p80201,Bernd Leno,2174303109,0,21.8,88.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48299,f1059904,Burnley v Aston Villa,Burnley,Aston Villa,t90,t7,0,2,NULL,losing,Right,Lateral,2174550443,2,58,39,84.7,5.3,100,68.4,45.79,15.3,p60586,Jóhann Gudmundsson,Left,Unsuccessful,,0,0,0,1,0,Open Play,,1,NULL,NULL,,5,Out,p60586,Jóhann Gudmundsson,t90,,NULL,p21205,Tom Heaton,2174550445,NULL,101.2,68.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48301,f1059904,Burnley v Aston Villa,Burnley,Aston Villa,t90,t7,0,2,NULL,losing,Left,Lateral,2174550633,2,61,10,91.6,86.3,93.6,48.8,25.58,2,p433154,Dwight McNeil,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p123354,Kortney Hause,t7,,0,p21205,Tom Heaton,2174550641,0,6.6,50.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47458,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,2,1,NULL,winning,Right,Lateral,2174025395,1,40,54,89.7,18.6,93.6,53.6,24.04,3.9,p214590,Aaron Wan-Bissaka,Right,Successful,Assist,0,0,0,0,0,Open Play,,1,NULL,NULL,,44,Aerial Duel Won,p176297,Marcus Rashford,t1,,1,p67089,Martin Dubravka,2174025407,1,93.8,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47459,f1059888,Manchester United v Newcastle United,Newcastle United,Manchester United,t4,t1,1,3,NULL,losing,Left,Early,2174025559,1,42,41,73.3,94.7,85.8,52.5,31.45,12.5,p77359,Florian Lejeune,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p95658,Harry Maguire,t1,,1,p51940,David de Gea,2174025563,0,12.5,43.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47460,f1059888,Manchester United v Newcastle United,Newcastle United,Manchester United,t4,t1,1,3,NULL,losing,Right,Lateral,2174025587,1,42,47,86.9,23.3,88.8,26.4,2.9,1.9,p109528,Javier Manquillo,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p106760,Luke Shaw,t1,,0,p51940,David de Gea,2174025583,0,12.4,73.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47461,f1059888,Manchester United v Newcastle United,Newcastle United,Manchester United,t4,t1,1,3,NULL,losing,Right,Lateral,2174025625,1,43,8,88.2,1.6,92.4,33.6,22.1,4.2,p119471,Fabian Schär,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p195851,Scott McTominay,t1,,0,p51940,David de Gea,2174025631,0,10,66.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47462,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,3,1,NULL,winning,Right,Lateral,2174025917,1,45,19,93.9,17.2,95.9,50.9,22.9,2,p214590,Aaron Wan-Bissaka,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p109528,Javier Manquillo,t4,,1,p67089,Martin Dubravka,2174025921,0,4.8,49.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47463,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,3,1,NULL,winning,Right,Deep,2174025931,1,45,25,97.7,27.4,91.5,46.9,14.73,-6.2,p220688,Mason Greenwood,Both,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p119471,Fabian Schär,t4,,0,p67089,Martin Dubravka,2174025935,0,7.3,48.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47464,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,4,1,NULL,winning,Left,Early,2174029197,2,57,46,76,77.6,86,60.8,15.51,10,p106760,Luke Shaw,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p57145,Federico Fernández,t4,,0,p67089,Martin Dubravka,2174029205,0,13.5,38.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47465,f1059888,Manchester United v Newcastle United,Newcastle United,Manchester United,t4,t1,1,4,NULL,losing,Right,Early,2174030569,2,69,41,72,31,96.2,59.3,31.91,24.2,p180135,Sean Longstaff,Right,Successful,Keypass,0,0,0,0,0,Crossed Freekick,2174030569,1,NULL,NULL,,13,Miss,p57145,Federico Fernández,t4,,0,p51940,David de Gea,2174030571,1,96.2,59.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47466,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,4,1,NULL,winning,Right,Early,2174030795,2,71,37,81.3,18,90.3,43.7,19.81,9,p43670,Juan Mata,Left,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p220688,Mason Greenwood,t1,,0,p67089,Martin Dubravka,2174030797,0,90.7,44.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47467,f1059888,Manchester United v Newcastle United,Manchester United,Newcastle United,t1,t4,4,1,NULL,winning,Right,Early,2174031863,2,85,44,76.5,18.9,89.7,45.2,22.59,13.2,p101582,Fred,Left,Unsuccessful,,0,0,0,0,0,Crossed Freekick,2174031863,1,NULL,NULL,,12,Headed Clearance,p180135,Sean Longstaff,t4,,1,p67089,Martin Dubravka,2174031867,0,8.8,58.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
